CODIGO_CVM;DENOMINACAO_SOCIAL;DENOMINACAO_COMERCIAL;SETOR_ATIVIDADE;CNPJ;DATA_REGISTRO;DATA_CONSTITUICAO;DATA_CANCELAMENTO;MOTIVO_CANCELAMENTO;SITUACAO_REGISTRO
14850;HAUSCENTER SA;HAUSCENTER;EMP. ADM. PARTICIPAÇÕES - SEM SETOR PRINCIPAL;56444250000175;1995-05-02;1986-09-16;;;ATIVO
20877;HELBOR EMPREENDIMENTOS S/A;HELBOR;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;49263189000102;2007-07-09;1977-01-01;;;ATIVO
6629;HERCULES S/A - FABRICA DE TALHERES;HERCULES S/A;METALURGIA E SIDERURGIA;92749225000163;1968-11-01;1936-01-01;;;ATIVO
13137;HERING SA BRINQ INST MUSICAIS;HERING SA BRINQUEDOS;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;82647942000120;1987-01-12;;2005-03-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
22675;HIDROVIAS DO BRASIL S.A.;HIDROVIAS DO BRASIL S.A.;SERVIÇOS DE TRANSPORTE E LOGÍSTICA;12648327000153;2011-12-14;2010-08-18;;;ATIVO
6661;HINDI CIA BRAS DE HABITACOES;HINDI;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;60904810000102;1977-07-20;;1990-11-29;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
12335;HOECHST BRASIL QUIM FARM SA;HOECHST;QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA;61150397000192;1985-03-26;;1996-02-12;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
6670;HOECHST BRASIL SA QUIM FARM;HOESCHST;QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA;60861788000152;1980-07-18;;1996-02-12;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
15377;HOPI HARI SA;HOPI HARI;HOSPEDAGEM E TURISMO;924432000199;1996-02-13;1995-08-14;;;ATIVO
15466;HOSPITAL LA SANTE SA;HOSPITAL LA SANTE;SERVIÇOS MÉDICOS;949959000178;1996-03-29;;2004-04-27;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
6696;HOTEIS E TURISMO GUANABARA SA;HOTEIS TUR GUANABARA;HOSPEDAGEM E TURISMO;33858168000191;1968-07-17;;2015-03-13;Cancelamento de ofício - IN CVM 480/09;CANCELADA
6700;HOTEIS OTHON SA;HOTEIS OTHON S.A.;HOSPEDAGEM E TURISMO;33200049000147;1980-08-08;1943-04-28;;;ATIVO
6718;HOTEIS TANNENHOF SA;HOTEIS TANNENHOF;HOSPEDAGEM E TURISMO;82602426000180;1981-05-20;;1990-09-19;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
6734;HOWA S.A. INDUSTRIAS MECANICAS;HOWA;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;60891751000177;1973-01-12;;1984-12-18;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
8915;HSBC ASSET FINANCE (BRASIL) - ARRENDAMEN;HSBC ASSET FINANCE (BRASIL) AR MERC S.A.;ARRENDAMENTO MERCANTIL;34262972000176;1983-05-23;;1990-08-03;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
15210;HSBC ASSET FINANCE (BRASIL) - ARRENDAMEN;HSBC ASSET FINANCE (BRASIL) AR MERC S.A.;ARRENDAMENTO MERCANTIL;34262972000176;1995-12-13;1978-01-01;2004-10-29;ELISÃO POR INCORPORAÇÃO;CANCELADA
12521;HSBC BRASIL S.A. - BANCO DE INVESTIMENTO;HSBC LEASING;ARRENDAMENTO MERCANTIL;53518684000184;1985-11-04;;2000-02-01;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
19755;HSBC BRASIL S.A. - BANCO DE INVESTIMENTO;HSBC LEASING;ARRENDAMENTO MERCANTIL;53518684000184;2005-06-06;2003-12-15;2015-09-14;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
736;HSBC LEASING A.M.(BRASIL) SA;HSBC LEASING;ARRENDAMENTO MERCANTIL;44847374000112;1981-09-23;;1999-12-23;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
728;HSBC SEGUROS BRASIL SA;HSBC SEGUROS BRASIL;SEGURADORAS E CORRETORAS;76538446000136;1977-07-20;;2000-12-26;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
14095;HSBX BAURU EMPREENDIMENTOS SA;HSBX BAURU;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;67760702000144;1993-01-26;1992-04-07;2009-09-16;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
12149;HUMAITA SA;HUMAITA;EMP. ADM. PARTICIPAÇÕES;50991421000108;1984-12-12;;1989-12-19;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
13218;HUSKY SA;HUSKY SA;TEXTIL E VESTUÁRIO;84685189000193;1987-08-25;;2007-01-09;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
15580;HYDE PARK SA;HYDE PARK SA;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;1180474000125;1996-05-28;1996-03-04;2007-01-09;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
21431;HYPERMARCAS S/A;HYPERMARCAS S/A;COMÉRCIO (ATACADO E VAREJO);2932074000191;2008-04-16;2002-01-01;;;ATIVO
14257;IBM LEASING ARREND MERC SA;IBM LEASING;ARRENDAMENTO MERCANTIL;34270520000136;1993-12-03;;1995-01-09;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
6785;ICAL IND DE CALCINACAO SA;ICAL;EXTRAÇÃO MINERAL;17157264000156;1982-09-28;;1989-02-23;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
6793;ICANOR SA ARAMES E CABOS;ICANOR;OUTRAS ATIVIDADES INDUSTRIAIS;10969780000136;1971-07-07;;1984-10-26;ELISÃO POR INCORPORAÇÃO;CANCELADA
18414;IDEIASNET SA;--;EMP. ADM. PARTICIPAÇÕES - COMUNICAÇÃO E INFORMÁTICA;2365069000144;1999-08-02;1998-01-26;;;ATIVO
13692;IDEROL SA EQUIPS RODOVIARIOS;IDEROL;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;49058555000183;1990-07-04;;2005-12-20;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
6807;IFEMA SA I DE CONDS ELETRICOS;IFEMA;METALURGIA E SIDERURGIA;49867112000133;1972-09-19;;1989-09-19;ELISÃO POR INCORPORAÇÃO;CANCELADA
6815;IGB ELETRÔNICA SA;GRADIENTE;COMUNICAÇÃO E INFORMÁTICA;43185362000107;1973-12-19;1964-10-05;;;ATIVO
15113;IGUACU CELULOSE PAPEL SA;IGUAÇU CELULOSE, PAPEL S.A.;PAPEL E CELULOSE;81304727000164;1995-11-09;1980-11-20;;;ATIVO
20494;IGUATEMI EMPRESA DE SHOPPING CENTERS S/A;IGUATEMI EMPRESA DE SHOPPING CENTERS S/A;COMÉRCIO (ATACADO E VAREJO);51218147000193;2007-02-02;1979-05-23;;;ATIVO
7420;IKPC INDS KLABIN PAPEL CEL SA;KLABIN;PAPEL E CELULOSE;60484797000171;1979-11-14;;2001-12-28;ELISÃO POR INCORPORAÇÃO;CANCELADA
21318;IMCOPA-IMPORTAÇÃO, EXPORT E IND DE OLEOS SA;IMCOPA-IMPORTAÇÃO, EXPORT E IND DE OLEOS SA;ALIMENTOS;78571411000124;2008-01-18;1969-01-01;2008-11-05;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
6831;IMCOSUL SA;IMCOSUL;COMÉRCIO (ATACADO E VAREJO);92783646000100;1977-07-20;;2005-12-20;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
19518;IMIGRANTES CIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;IMIGRANTES CIA SECURITIZADORA DE CRÉDITOS IMOBILIÁRIOS;SECURITIZAÇÃO DE RECEBÍVEIS;5918309000189;2004-02-16;2003-09-05;;;ATIVO
14567;IMPERIO LISAMAR SA IND E COM;IMPERIO LISAMAR SA;ALIMENTOS;33123118000166;1994-09-21;;2007-08-07;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
6840;IMPORTADORA DE FERRAGENS SA;IMPORT DE FERRAGENS;COMÉRCIO (ATACADO E VAREJO);4893996000162;1977-07-20;;2010-01-04;Cancelamento de ofício - IN CVM 480/09;CANCELADA
6874;INBRAC SA CONDUTORES ELETRICOS;INBRAC;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;61081972000142;1981-05-25;;2002-03-05;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
22560;INBRANDS SA;INBRANDS SA;TEXTIL E VESTUÁRIO;9054385000144;2011-08-08;2007-06-30;;;ATIVO
6955;IND AZULEJOS BAHIA SA;IASA;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;15126626000116;1971-12-30;1962-03-27;;;ATIVO
6912;IND BAHIANA DE LAJES SA;IND BAHIANA LAJES;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;15102692000156;1969-11-10;;2005-03-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
6963;IND BEBS ANTARCTICA AMAZ  SA;ANTARCTICA AMAZONIA;BEBIDAS E FUMO;4393401000100;1981-11-30;;1999-01-11;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
6971;IND BEBS ANTARCTICA MG SA;ANTARCTICA DE MG;BEBIDAS E FUMO;17317686000141;1979-12-12;;1995-01-17;ELISÃO POR INCORPORAÇÃO;CANCELADA
3581;IND BEBS ANTARCTICA MG SA;IND BEBS ANTCTICA MG;BEBIDAS E FUMO;23536691000148;1981-05-20;;1999-01-11;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
13684;IND BEBS ANTARCTICA MT SA;ANTARCTICA M GROSSO;BEBIDAS E FUMO;32993529000140;1990-05-09;;1990-07-26;CANCELAMENTO OFICIO COM BASE INSTR. CVM 29/84;CANCELADA
6980;IND BEBS ANTARCTICA NORTE-NORDESTE SA;ANTARCTICA NORTE-NORDESTE;BEBIDAS E FUMO;15182652000161;1979-10-08;;2001-11-01;ELISÃO POR INCORPORAÇÃO;CANCELADA
13188;IND BEBS ANTARCTICA PARAIBA SA;ANTARCTICA PARAIBA;BEBIDAS E FUMO;9259821000111;1987-05-28;;1999-01-11;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
6998;IND BEBS ANTARCTICA PIAUI SA;ANTARCTICA PIAUI;BEBIDAS E FUMO;5234760000187;1982-07-01;;1999-01-11;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
7005;IND BEBS ANTARCTICA POLAR SA;ANTARCTICA POLAR;BEBIDAS E FUMO;95424479000108;1966-07-05;;2001-05-31;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
13668;IND BEBS ANTARCTICA RN SA;ANTARCTICA RN;BEBIDAS E FUMO;8473852000108;1990-05-04;;1999-01-11;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
6920;IND BIOL FARMACEUTICA AMAZ SA;IND FARM DA AMAZONIA;FARMACÊUTICOS E HIGIENE;4932265000189;1973-10-19;;2005-03-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
7013;IND CALCADOS ERNO SA;IND CALCADOS ERNO;TEXTIL E VESTUÁRIO;89716138000103;1977-07-20;;2005-12-20;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
6947;IND CERAMICA AMAZONIA SA INCA;INCA;EXTRAÇÃO MINERAL;4990958000128;1973-11-28;1971-03-29;2007-02-14;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
7072;IND DE MAQS AGRICOLAS IDEAL SA;MAQS AGRICOLAS IDEAL;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;95814083000169;1971-10-20;;1991-05-06;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
7102;IND DE PAPEL PIRACICABA SA;PAPEL PIRACICABA;PAPEL E CELULOSE;51329092000199;1983-07-08;;1986-12-23;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
7064;IND MAQS AGRICOLAS FUCHS SA;INDUSTRIA DE MAQUINAS AGRICOLAS FUCHS SA;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;90724345000180;1972-04-14;;2012-10-25;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
9920;IND MASSAS E BISCOITOS ALCOBAÇA SA;RAMIRO;ALIMENTOS;28053387000163;1977-07-20;;1988-01-12;ELISÃO DEVIDO A CANCELAMENTO DO RPJ PELO BACEN;CANCELADA
7218;IND METALURGICA IGUACU SA;METALURGICA IGUACU;METALURGIA E SIDERURGIA;30819585000137;1976-05-05;;2005-12-20;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
12645;IND OLEOS PACAEMBU SA;OLEOS PACAEMBU;ALIMENTOS;61085544000198;1986-04-11;;2006-11-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
7080;IND PAPEIS SANTO AMARO SA;SANTO AMARO;PAPEL E CELULOSE;15891435000140;1977-07-20;;2005-03-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
7099;IND PAPEL PAPELAO S.ROBERTO SA;PAPEL SAO ROBERTO;EMBALAGENS;60432648000169;1983-11-28;;1996-11-11;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
7269;IND TEXTIL JARITA SA;IND TEXTIL JARITA;TEXTIL E VESTUÁRIO;84430610000115;1980-11-20;;2005-03-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
7277;INDAC - INDÚSTRIA, ADM. E COMÉRCIO S.A.;INDAC - INDÚSTRIA, ADM. E COMÉRCIO S.A.;EMP. ADM. PARTICIPAÇÕES - METALURGIA E SIDERURGIA;92690817000157;1983-03-30;1959-09-28;2010-03-08;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
7285;INDL ARTE TECNICA S.A.;ARTE TECNICA;METALURGIA E SIDERURGIA;92750132000159;1976-03-17;;1989-01-24;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
15954;INDL BRASIL ARREND MERC SA;INDUSTRIAL BRASIL;ARRENDAMENTO MERCANTIL;1003635000105;1996-12-05;1995-07-26;2003-10-01;ELISÃO POR INCORPORAÇÃO;CANCELADA
7307;INDL E COML BRAS SA INCOBRASA;INCOBRASA;ALIMENTOS;92721315000146;1983-10-13;;1988-01-11;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
7340;INDS ALIMCS ITACOLOMY SA ITASA;ITASA;ALIMENTOS;18135624000181;1977-07-20;;1987-11-26;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
7358;INDS ALIMENTICIAS MAGUARY SA;MAGUARY;ALIMENTOS;9886995000104;1977-07-20;;1992-03-13;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
15881;INDS ARTEB SA;ARTEB;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;62291380000118;1996-11-28;1967-11-27;2010-01-25;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
7366;INDS ARTEFAMA SA;ARTEFAMA;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;86046562000191;1977-07-20;;1993-06-24;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
7374;INDS C FABRINI SA;C FABRINI;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;61142063000177;1977-07-20;;1996-06-14;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
7390;INDS CHOCOLATE LACTA S/A;LACTA;ALIMENTOS;56993645000127;1977-07-20;;1998-07-17;ELISÃO POR INCORPORAÇÃO;CANCELADA
7382;INDS COELHO SA;INDS COELHO;ALIMENTOS;10728806000154;1977-07-20;1957-09-16;2010-01-04;Cancelamento de ofício - IN CVM 480/09;CANCELADA
12068;INDS DE BEBS JOAQUIM T A F SA;JOAQUIM THOMAZ;BEBIDAS E FUMO;31901382000158;1984-11-19;;1986-07-25;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
12319;INDS J B DUARTE SA;J B DUARTE;ALIMENTOS;60637238000154;1985-03-14;1972-06-16;;;ATIVO
7404;INDS JOSSAN SA;INDS JOSSAN;METALURGIA E SIDERURGIA;8397697000198;1977-10-20;;1991-06-13;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
7412;INDS KARINA SA;KARINA;ALIMENTOS;6061105000137;1977-07-20;;2005-08-09;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
7439;INDS MADEIRIT SA;MADEIRIT;CONSTR. CIVIL, MAT.CONSTR. DECORAÇÃO;60873874000185;1968-08-05;;2010-01-04;Cancelamento de ofício - IN CVM 480/09;CANCELADA
7455;INDS MINERVA SA;MINERVA;EMBALAGENS;10775468000101;1977-07-20;;2006-11-22;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
7463;INDS MONSANTO SA;INDS MONSANTO;QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA;43995323000175;1981-09-29;;1986-03-07;ELISÃO POR INCORPORAÇÃO;CANCELADA
5606;INDS NUCLEARES DO BRASIL SA;INB;OUTRAS ATIVIDADES INDUSTRIAIS;322818000120;1973-11-08;;1994-07-18;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
7471;INDS QUIMICAS NORTE SA;QUIMICANORTE;QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA;6283477000108;1971-10-25;;2005-08-09;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
7501;INDS ROMI DO NORDESTE SA;ROMINOR;METALURGIA E SIDERURGIA;10810653000190;1965-10-14;;1988-07-14;ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78;CANCELADA
7528;INDS SCHNEIDER SA;SCHNEIDER MOTOBOMBAS;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;84685106000166;1982-08-23;;2000-01-04;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
7536;INDS TEXTEIS BARBERO SA;TEBA;TEXTIL E VESTUÁRIO;71444681000125;1982-09-01;;2008-03-18;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
12866;INDÚSTRIA VEROLME S.A. - IVESA;IVI;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;28500320000120;1986-07-02;1959-03-30;2015-04-07;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
7447;INDUSTRIAS MICHELETTO S/A;MITTO;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;88301163000155;1968-09-17;1966-08-08;2008-06-26;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
7510;INDÚSTRIAS ROMI S.A.;ROMI;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;56720428000163;1938-04-19;1938-04-19;;;ATIVO
16730;INEPAR ENERGIA SA;INEPAR ENERGIA;ENERGIA ELÉTRICA;2225714000123;1997-12-17;1997-10-23;2011-11-21;ELISÃO POR INCORPORAÇÃO;CANCELADA
17868;INEPAR EQUIPAMENTOS E MONTAGENS S.A. - EM RECUPERAÇÃO JUDICIAL;INEPAR;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;2258422000197;1998-10-23;1997-10-31;;;ATIVO
7595;INEPAR SA IND E CONSTRUÇÕES - EM RECUPERAÇÃO JUDICIAL;INEPAR S/A;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;76627504000106;1980-01-22;1968-05-01;;;ATIVO
21288;INFINITY BIO-ENERGY BRASIL PARTICIPAÇÕES S/A;INFINITY BIO-ENERGY BRASIL PARTICIPAÇÕES S/A;AGRICULTURA (AÇUCAR, ALCOOL E CANA);7704069000145;2008-01-10;2005-09-21;2008-11-27;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
16314;INFOVIAS PNSC SA;INFOVIAS PNSC SA;EMP. ADM. PARTICIPAÇÕES;1596910000141;1997-07-02;;2002-05-27;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
21750;INFRASEC SECURITIZADORA S/A;INFRASEC SECURITIZADORA  S/A;SECURITIZAÇÃO DE RECEBÍVEIS;10488244000119;2009-09-22;2008-10-27;;;ATIVO
23043;INTELLECTUAL SERVICES S.A - GESTÃO DE ATIVOS DO CONHECIMENTO;ECTAS HOLDING S.A.;EMP. ADM. PARTICIPAÇÕES - EDUCAÇÃO;12395063000173;2013-02-19;2010-04-07;2016-01-07;Cancelamento de ofício - IN CVM 480/09;CANCELADA
16179;INTERAGRO SA ALIMENTOS;INTERAGRO ALIMENTOS;ALIMENTOS;80246812000150;1997-03-12;;1998-01-16;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
19631;INTERCEMENT BRASIL SA;CAMARGO CORREA CIMENTOS SA;EXTRAÇÃO MINERAL;62258884000136;2004-11-12;1968-01-01;2011-08-01;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
22888;INTERCOSMETIC HOLDING S/A;INTERCOSMETIC HOLDING S/A;EMP. ADM. PARTICIPAÇÕES - FARMACEUTICO E HIGIENE;12610116000121;2012-08-06;2010-07-13;2016-01-07;Cancelamento de ofício - IN CVM 480/09;CANCELADA
23086;INTERMULTIMODAL S.A OPERADORA DE PLATAFORMAS INTERNACIONAIS DE LOGISTICA MULTIMODAL;INTERMULTIMODAL S.A OPERADORA DE PLATAFORMAS INTERNACIONAIS DE LOGISTICA MULTIMODAL;EMP. ADM. PARTICIPAÇÕES - SERVIÇOS TRANSPORTE E LOGÍSTICA;12394916000152;2013-02-28;2010-05-27;2016-01-07;Cancelamento de ofício - IN CVM 480/09;CANCELADA
23574;INTERNATIONAL MEAL COMPANY ALIMENTAÇÃO S.A.;INTERNATIONAL MEAL COMAPANY ALIMENTAÇÃO S.A.;ALIMENTOS;17314329000120;2015-03-19;1965-01-02;;;ATIVO
21890;INTERNATIONAL MEAL COMPANY HOLDINGS, SA;INTERNATIONAL MEAL COMPANY;ALIMENTOS;8936792000112;2009-12-18;2007-07-15;2010-03-26;Cancelamento Voluntário - IN CVM 480/09;CANCELADA
22438;INTERNATIONAL MEAL COMPANY HOLDINGS, SA;INTERNATIONAL MEAL COMPANY;ALIMENTOS;8936792000112;2011-03-03;2007-06-15;2014-12-01;ELISÃO POR INCORPORAÇÃO;CANCELADA
7609;INVESPAR SA;INVESPAR;EMP. ADM. PARTICIPAÇÕES;42461046000158;1983-09-08;;1996-08-23;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
18775;INVEST.E PART.EM INFRA-ESTR.S/A-INVEPAR;INVEPAR;EMP. ADM. PARTICIPAÇÕES - SERVIÇOS TRANSPORTE E LOGÍSTICA;3758318000124;2000-09-29;2000-03-01;;;ATIVO
18589;INVESTCO S/A;INVESTCO S.A.;ENERGIA ELÉTRICA;644907000193;2000-02-04;1997-11-01;;;ATIVO
12505;INVESTEC SA;INVESTEC SA;EMP. ADM. PARTICIPAÇÕES;46112488000140;1985-11-01;;1999-05-04;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
18570;INVESTHOTEL S.A.;INVESTHOTEL;EMP. ADM. PARTICIPAÇÕES;2983657000141;2000-01-31;1999-01-21;2002-09-19;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
6041;INVESTIMENTOS BEMGE S.A.;INVESTIMENTOS BEMGE;EMP. ADM. PARTICIPAÇÕES - SEM SETOR PRINCIPAL;1548981000179;1977-07-20;1964-06-30;;;ATIVO
18120;INVESTMOBILE SA;INVESTMOBILE;EMP. ADM. PARTICIPAÇÕES;2869385000153;1998-12-21;1998-10-20;2002-09-30;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
18384;INVESTVALE SERVIÇOS S.A.;INVESTVALEPAR;COMUNICAÇÃO E INFORMÁTICA;2812190000177;1999-07-20;1998-09-14;2007-05-09;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
18791;INVISTA NYLON SUL AMERICANA S/A;FIBRA DUPONT;TEXTIL E VESTUÁRIO;21096000174;2000-10-25;1994-06-10;2003-11-05;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
21687;INVITEL LEGACY SA;INVITEL LEGACY SA;EMP. ADM. PARTICIPAÇÕES - TELECOMUNICAÇÕES;10242478000181;2008-11-11;2008-07-23;;;ATIVO
17396;INVITEL SA;INVITEL SA;EMP. ADM. PARTICIPAÇÕES - TELECOMUNICAÇÕES;2465782000160;1998-06-17;1998-03-09;2009-07-31;ELISÃO POR INCORPORAÇÃO;CANCELADA
11932;IOCHPE-MAXION SA;IOCHPE-MAXION;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;61156113000175;1984-07-17;1940-05-28;;;ATIVO
7498;IOSA INDÚSTRIA DE ÓLEO E SABÃO S/A;IVESA;;6263438000149;1972-11-23;;1985-12-09;ENQUADRAMENTO HIPÓTESE ESTAB P/ COML EM 29/10/79;CANCELADA
12300;IPIRANGA PETROQUIMICA SA;IPIRANGA PETROQUIMICA SA;QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA;88939236000139;1985-03-14;1976-03-25;2007-07-18;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
7641;IPLAC DO BR SA PLASTICOS INDL;IPLAC DO BRASIL;QUÍMICA, PETROQUÍMICA, COMBUSTÍVEIS E BORRACHA;11029196000163;1984-11-23;;2004-06-24;CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98;CANCELADA
13463;IRANI AGROFLORESTAL SA;IRANI AGROFLORESTAL;REFLORESTAMENTO;92387018000106;1989-04-27;;1995-05-04;ELISÃO POR INCORPORAÇÃO;CANCELADA
16110;IRIRI PARTICIPACOES SA;IRIRI PARTICIPACOES;EMP. ADM. PARTICIPAÇÕES;1545832000156;1997-02-21;;2001-09-04;ATENDIMENTO AS NORMAS DA INSTR CVM 229/95;CANCELADA
7650;IRMAOS DAVOLI SA IMP E COM;IRMAOS DAVOLI;MÁQUINAS., EQUIPAM., VEÍCULOS E PEÇAS;52769783000176;1977-07-20;;1988-01-12;ATENDIMENTO AS NORMAS DA INSTR CVM 03/78;CANCELADA
21458;IRONX MINERAÇÃO S/A;IRONX MINERAÇÃO S/A;METALURGIA E SIDERURGIA;9295979000147;2008-04-24;2007-12-18;2008-12-19;ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02;CANCELADA
